#GO:0051051
#GO:0048511
#GO:0044848
#GO:0098743
#GO:1904950
#GO:0098754
#GO:0001906
#GO:1903828
#GO:1900047
#GO:0043433
#GO:2000242
#GO:0032845
#GO:0045926
#GO:0043901
#GO:0043473
#GO:0034260
#GO:0002683
#GO:0099531
#GO:0040013
id	fc	signif
HOXC13	0.3975	false
HOXD11	-1.5859	false
TLX1	0.8136	false
PRKAR1B	0.7104	false
PRKAR2B	-2.6958	false
CPS1	0.1268	false
RRM2	-0.7426	false
CD52	-0.6221	false
FGF9	1.9035	false
SSTR4	1.0193	false
CASQ1	-2.9666	true
SDC4	4.7521	true
TIA1	-1.4244	false
FMO4	0.2097	false
FMO3	-1.7749	false
HIVEP2	-0.2290	false
SLC5A2	0.1501	false
SLC6A6	0.6453	false
GABRA5	0.3384	false
SLC6A4	2.1841	true
DNAJA1	-3.6629	true
AKT1	0.1760	true
AKT2	1.7786	false
IL2RG	0.7512	false
UQCRC1	-0.3002	false
HIBADH	-0.1108	false
ATIC	-2.4353	false
APOBEC3A	3.8283	true
HNRNPH3	-2.5424	false
HNRNPH1	0.7404	false
CASP14	-0.0205	false
YWHAB	-0.2185	false
SFN	-0.7477	false
STIP1	0.0940	false
S100A11	-0.8590	false
FCGR2B	0.9581	false
FCGR2C	0.3768	false
CEACAM8	2.2000	false
L1CAM	-2.0120	false
INPP5B	0.4705	false
PRDX2	-1.5588	true
ARRB2	0.1960	true
GK	-0.4531	false
CCKAR	-2.3587	false
CCKBR	0.4377	false
VIPR1	-0.2085	false
OTX1	1.6558	false
OTX2	1.0048	false
MC4R	0.4913	false
CCR1	-2.7452	false
BRS3	-1.0499	false
CCR7	-5.0202	true
GPR183	-1.9759	false
CHRNA3	2.0317	true
GRK4	-1.3016	false
CXCR5	1.9310	false
FOXN2	1.4402	false
CDA	-5.5901	true
DCTD	-0.4539	false
PYCR1	-0.8218	false
SLC8A1	-4.3731	true
GBP1	3.4689	true
GBP2	0.7743	false
ELF1	2.2362	false
SSTR3	4.0822	false
HPD	-1.2102	false
GTF2H1	2.3028	false
STX2	-2.4145	true
IFNA8	1.3594	false
DSG3	-0.8623	false
CSF2RB	3.4391	false
CTH	0.6656	false
ICAM3	0.8883	false
RPL9	-0.8050	false
CD70	0.9879	false
TNFSF8	0.3638	false
MC5R	0.5141	false
CIITA	2.3641	false
ACSL1	-0.4502	false
CDH5	0.9273	false
KIF5B	2.3862	false
CSTF2	2.5626	false
LSP1	0.6109	false
CYP2C18	-2.0464	false
CYP2C19	3.8886	false
DUT	0.4450	false
GUCY1A2	-1.2390	false
ABCC1	-0.5792	false
CKS2	-1.2791	false
CD80	0.5623	false
HIST1H2BB	0.9345	false
ABCD1	-0.5354	false
MAN1A1	-0.6902	false
KDELR2	-1.3646	false
TTK	-2.6689	true
MCM4	1.4983	false
MCM5	0.5184	false
MCM7	0.4884	false
GALNS	1.7891	false
RNASE4	-0.5165	false
NTF4	0.1692	false
SDC2	-1.9362	false
CD68	0.9999	false
BMP8B	0.3069	false
SHMT1	-4.3617	false
SHMT2	-2.6540	false
GABRA3	-0.2499	false
EPHX2	-1.0144	false
RYK	-1.4174	false
HSPA1L	-2.3219	false
HSPA4	-1.1862	false
GRK5	0.1941	false
MPI	-1.9575	false
HTR7	3.5089	true
CNR2	3.9341	true
TRHR	0.1636	false
OR1D2	-1.4427	false
PTGER1	1.6616	false
CRHR1	3.0847	true
PRSS3	1.5253	false
GPC1	0.1932	false
BTC	-1.5531	false
PFN2	-1.6786	true
USP6	0.9942	false
GJA4	0.7609	false
CA5A	-1.0350	false
CA8	1.0795	false
CTNNA1	-1.4424	true
CTNNB1	-4.2107	true
IL13	-2.3204	true
BMI1	-0.6298	false
PCGF2	1.2082	false
NOS2	3.2240	true
PHB	4.1211	true
PTPN7	-1.5635	false
SERPINB6	-0.5169	false
NF2	3.4697	true
RDX	3.1445	true
RCVRN	0.1396	false
RPA3	-3.1258	false
SFTPD	2.0365	true
RFC4	1.7649	false
RFC2	0.5201	false
RFC1	1.1425	false
RPL22	-1.5404	false
GTF2F1	-0.8358	false
SPR	-0.2376	false
ADM	-2.5977	false
SPRR1A	-0.0492	false
SPRR2B	0.3925	false
SPRR2A	0.2997	false
SSTR5	-2.3855	false
ADRA1A	-0.4235	false
PTGS2	1.9128	true
HRH1	-2.1985	false
ADRA1B	-0.9989	false
OPRM1	3.6155	true
RORA	0.1983	false
PTGER4	3.6214	true
MAS1L	-1.2964	false
APLNR	-0.4931	false
THBS2	1.7147	false
THBS4	1.7031	false
HOXD12	0.5214	false
HOXD13	2.6910	false
DRD3	-3.5927	true
IDUA	-2.4963	false
SCN1A	-2.5243	false
SCN4A	0.4841	false
UGT1A3	2.5683	false
UGT1A5	-0.4338	false
CBS	-0.9730	false
CLCN1	-0.9830	false
KRT9	-1.5966	false
SAA4	0.8060	false
FAU	1.5893	false
MSX2	2.3863	true
FBN1	3.9644	true
FBN2	-4.4809	false
GCK	2.1049	false
PCK1	-0.8665	false
IRS1	3.1789	true
AGL	0.4414	false
G6PC	-0.5269	false
MYH9	-0.4842	false
MYH10	1.7273	false
TIE1	2.5523	true
COPB2	-2.3159	false
ACTN2	2.0609	true
SOAT1	-1.1922	false
ADD1	-1.4451	false
ADD2	-2.2320	false
BSG	-3.3102	false
TIMP3	2.9909	false
GRK3	-3.5731	false
FUS	1.1054	false
DDIT3	3.0982	true
NUP214	-0.0166	false
DEK	0.4171	false
CYLC1	0.4060	false
ATP7B	0.1037	false
HNF1B	2.9364	true
SOX5	-0.9960	false
SOX6	2.1794	false
SOX18	-0.7693	false
SOX11	1.7489	true
MYH11	2.1974	false
GLRX	3.1194	false
ZNF93	-2.8420	false
CHKA	-1.5453	false
PPM1A	0.9088	true
IGFALS	0.0377	false
AHR	4.3730	true
KRT20	-2.0932	false
KRT2	0.4535	false
PDE6B	-1.6698	false
HMGCL	0.6854	false
FLT4	0.1389	false
KDR	-0.0884	false
PSMC2	-0.8813	false
SLC16A2	0.5349	false
CHI3L1	1.4857	false
GGT2	-1.7737	false
GGT5	2.2033	false
GJA5	0.9080	false
GJC1	-0.2220	false
TCF7	0.0824	false
ARL2	-1.8627	true
ARL3	0.2915	false
TRIM23	1.0629	false
MAP2K2	-1.9795	false
ZNF76	-1.2221	false
UGT2B10	-1.2520	false
ATP5C1	-1.1264	false
ATP6V1E1	-2.5693	false
CHRNA7	-3.8180	false
CPOX	-0.1224	false
ARR3	-1.1569	false
RPL4	-1.0374	false
NUDT1	-0.1003	false
LONP1	-0.8555	false
PGM1	-1.5256	false
PPP1CC	-1.6748	true
FLT3	-0.0539	false
BMPR1A	2.3750	true
ACVR1B	4.0557	true
TGFBR1	0.1574	false
GNL1	2.5596	false
LTBR	-0.4958	false
SERPINB5	0.1009	false
POLR2I	2.5179	false
SERPINF1	-1.7109	true
SREBF1	2.8713	true
DLST	0.2317	false
GMPR	-0.3023	false
GPX4	-0.4078	false
ACVRL1	-1.1019	true
HSD17B3	1.8157	false
HSD17B2	-0.1497	false
SCNN1A	0.1283	false
SRP14	-0.8594	false
TGFBR2	-1.0394	true
NUP62	-2.2755	false
PPARG	0.6098	true
FDFT1	1.4510	false
ZEB1	0.8219	false
PIGA	1.0029	false
AVPR1A	-1.1685	false
TAGLN2	-0.2409	false
TALDO1	-2.1971	false
SNCA	3.4306	true
ETFB	-0.3219	false
RBMX	-0.6558	false
BRCA1	0.4233	false
GNAL	1.5497	false
GGCX	0.6097	false
IFNGR2	0.8235	false
SPAM1	0.4608	false
ITGAE	1.7649	false
LIPA	-1.4159	false
ATP6V1A	1.1720	false
HSPA9	3.6779	true
EIF4A3	0.0764	false
IGHMBP2	-0.0089	false
CDKN1A	0.2183	false
RPS19	1.9886	true
RPL3	3.0702	false
COL15A1	-1.3595	false
COL18A1	0.1916	false
GRIK1	-2.0208	false
MPV17	-1.5445	false
DDOST	1.7812	false
ANP32A	0.3528	false
FEN1	0.0734	false
PLA2G5	-0.2470	false
CUX1	-0.7079	false
MMP12	3.3508	false
GDNF	2.0245	true
CAPG	-1.3444	false
CAP2	1.1629	false
DCT	0.4517	false
ADCY8	-1.6206	false
IL6ST	0.0613	false
GP5	3.5777	false
CEACAM6	0.2626	false
CD96	-2.6904	true
MYCNOS	1.1412	false
TXLNA	0.2422	false
THPO	1.1841	false
CCT6A	-1.0860	false
MPL	-1.5546	false
CD79B	1.4567	false
NNMT	-2.0558	false
IFI27	-0.9567	false
PSMB10	0.2232	false
CTRL	-0.1764	false
VHL	1.1346	false
ADH7	0.3418	false
PBX1	-1.9009	false
PBX2	0.6159	false
PBX3	-3.0103	false
RPL13A	1.6607	false
ARL1	-1.3301	false
ARL4A	1.5046	false
MLH1	-1.8158	false
STAT3	-2.7657	true
USP8	-0.7151	false
PEX19	1.1018	false
SLC26A3	0.1843	false
MDH1	-0.1670	false
MDH2	0.1507	false
IL15	1.6199	false
RFC5	-0.3800	false
RFC3	0.5998	false
HADHA	-1.7042	false
PMEL	2.4710	true
CCNF	1.6637	false
EIF2S3	1.9377	false
ID1	-1.5197	true
OPRD1	-1.7003	false
OPRK1	-0.5995	true
OPRL1	3.5156	true
LEP	-2.1434	true
ETV5	1.0283	false
ETV3	0.9259	false
CASR	-1.1985	false
AQP2	-1.1306	false
BCL6	3.9538	true
CETN2	3.7178	false
ETV6	-1.1440	false
EIF2D	2.6664	false
CD200	-2.3914	true
MNDA	-4.5141	true
RGS2	0.8159	false
WNT5A	4.9779	true
PTGDS	-3.6801	true
BUD31	-0.7851	false
SOX3	0.4690	false
UBA7	-0.9373	false
NAA10	0.7849	false
KDM5C	-2.7556	true
P2RY2	3.9425	false
HNF4A	-2.6035	true
PPP1R2	0.7514	false
APOBEC1	1.6556	false
CSK	2.1703	true
PNPLA4	-1.0087	false
GARS	-1.4824	false
IARS	-1.3280	false
NBL1	-2.4168	true
TNFSF9	-1.1512	false
MAP3K8	-0.6117	false
FOLR3	-0.8013	false
SLC19A1	-2.8893	false
EIF1	0.4803	false
ADCYAP1R1	0.3384	false
VIPR2	0.0335	false
GRM5	0.5583	false
HTR2B	-1.8450	true
CCR2	-1.2001	true
TSPAN7	0.3741	false
PRKCI	-0.9085	false
MC3R	-2.8605	false
ELK3	1.2551	false
ACTR1B	0.6651	false
CD86	3.7679	true
ECI1	-0.5472	false
ASIP	2.7295	true
TMPO	3.4952	false
STAT1	-2.5625	true
STAT6	-3.4116	true
STAT5A	0.3941	false
GRIA1	0.9415	false
GRIA2	-1.0878	false
GRIA3	-0.0814	false
SKIV2L2	-1.5176	false
AKR1C3	-2.0643	false
ARHGAP25	0.1854	false
PIK3CA	-0.6604	false
PIK3CB	3.1464	false
MTOR	-0.7596	true
PI4KA	-0.2168	false
HAL	-1.6149	false
EPS15	1.3654	false
MLLT3	0.2681	false
CASP3	-4.4552	true
CASP2	-1.6589	true
DPP6	-1.4165	false
RPS27	1.5691	false
MATK	-0.0278	false
TEC	0.8031	false
TXK	0.4125	false
ABL2	0.6092	false
FRK	-1.0743	false
NCAPD3	2.9482	false
IL12RB1	1.0548	false
LIFR	-0.0998	false
LRPPRC	-1.1759	false
ACAA2	0.5975	false
RPL35	1.2679	false
WAS	-3.4707	true
CDKN2A	-3.1980	true
CDKN2B	2.6293	false
CDKN2C	-4.6001	true
PRCP	-0.5012	false
CXCL5	-1.4709	false
HTT	3.8366	true
ECE1	-0.5004	false
MTHFR	2.3426	false
SLC1A3	-1.1096	false
SLC1A2	0.6912	false
SLC1A1	1.0771	false
SLC1A4	-0.0591	false
GDF5	0.4497	false
PAFAH1B1	0.1886	false
GUCA1A	-1.1703	false
PTGFR	0.0816	false
PTGER3	-2.1990	true
PTGER2	-0.1619	false
PTGIR	-1.7973	false
MCAM	1.1355	false
DCC	-5.1629	true
CRAT	-3.9174	false
CA7	-0.2081	false
GLP1R	0.5107	false
CTSO	0.1063	false
CTSK	0.4213	false
MATR3	-1.2201	false
MSH2	-2.4142	true
GRK6	-1.9812	false
BTD	1.2425	false
ETV4	-1.4046	false
GPD2	1.1342	false
SSR1	-0.0800	false
SSR2	0.7639	false
CRYBB2	-1.1344	false
RAD52	-0.5397	false
ALDH3B1	-0.5888	false
NR4A2	-0.0349	false
MAGEA1	-2.3551	false
MAGEA2	0.3007	false
MAGEA3	-1.9203	false
MAGEA4	-0.1507	false
MAGEA5	2.6127	false
MAGEA6	-0.1244	false
MAGEA8	-2.0138	false
MAGEA9	-1.4645	false
MAGEA12	0.2824	false
PTPN9	-0.1734	false
ZAP70	0.2111	false
SYK	-1.3391	false
RANBP1	-1.6667	false
TNFRSF4	2.8091	true
NAMPT	-3.5592	true
KIR2DL1	0.6122	false
KIR2DL2	-0.5304	false
KIR2DL3	-0.9020	false
KIR3DL1	-2.1419	true
KIR3DL2	1.2002	false
KIR2DS2	-2.1742	false
KIR2DS4	-0.8504	false
AFM	1.5253	false
LPAR6	-0.4893	false
CHRNA4	0.6229	false
PSMC4	0.5162	false
GATA4	0.1413	false
NKX2-1	3.8943	true
TSFM	-0.9584	false
TNNT3	-2.6594	false
TNNT2	-0.6520	false
ASPA	-0.5070	false
MMP13	0.9162	false
ABCG1	-0.4228	false
PPIC	-2.0209	false
VDAC2	0.0938	false
ACADSB	3.2200	false
CBX5	0.0248	false
USP5	-0.9433	false
MAPK8	-2.2379	true
MAPK9	4.0589	true
MAP2K4	3.1323	false
MKI67	0.5046	false
PHKA2	0.3396	false
PHKA1	2.5271	false
SLC15A1	1.6621	false
RANGAP1	2.5954	true
RECQL	-3.0690	false
NOP2	0.3297	false
GPR3	-0.9701	false
GPR1	0.4097	false
CCR10	0.4985	false
GPR4	1.2062	false
XCR1	1.4073	false
GPR6	-1.9439	false
HTR3A	-0.3180	false
ATRX	-1.5179	false
CRK	-0.0868	false
CRKL	-0.9986	false
MTIF2	1.0177	false
BAG6	5.0194	true
GSTM5	-1.6685	false
NSF	-1.9822	false
CDKN1B	2.9498	true
NOTCH1	-0.0275	true
ASMT	-2.7962	false
BDKRB1	3.0967	true
IER3	-2.2491	false
SLCO1A2	-0.1637	false
MAP2K3	-1.1355	false
BRCC3	-0.3393	false
RPL27A	0.3678	false
RPL5	-0.4351	false
RPL21	-0.0081	false
RPL28	1.6641	false
RPS9	1.3818	false
RPS5	0.5175	false
RPS10	-0.7340	false
MAP1B	-2.5707	true
GNPDA1	2.4281	false
NEDD4	-3.5806	true
YAP1	0.9429	false
UTRN	0.7500	false
IQGAP1	-2.1015	false
HAAO	0.4917	false
GYG1	0.8119	false
STT3A	-0.3996	false
GALR1	-2.4393	false
RABIF	-1.7357	false
CSN1S1	0.3497	false
PLA2G4A	-0.4564	false
RAP1GAP	1.4547	false
CAPZA2	2.3145	false
CAPZB	2.2966	false
GPR12	0.1854	false
RGR	-1.0384	false
EIF1AX	-0.7573	false
GABRA2	-0.0825	false
GABRB2	-0.8193	false
GCGR	0.6198	false
SCTR	2.7736	false
OMP	-0.4496	false
OR3A1	-1.2798	false
OR3A4P	0.8491	false
OR1D4	4.5277	false
OR1E2	0.3658	false
OR3A3	0.1660	false
OR1G1	2.3249	false
OR3A2	0.5533	false
ALDH1A3	-2.6942	false
QARS	-0.2055	false
HTR5A	1.5663	false
P2RY1	1.8733	true
AVPR1B	-0.0885	false
CDX1	-1.6352	false
RPL29	0.7041	false
ID4	4.7007	true
LGALS7	-0.9978	false
MT4	0.0042	false
NPTX2	0.3309	false
ZFP36L2	-1.7593	false
UQCRFS1	-2.1606	false
XDH	-2.1461	false
XCL1	2.9867	true
FASLG	1.0545	false
SLC6A8	-0.8656	false
MTNR1A	-2.5778	true
ATP5O	-0.9452	false
KCNJ1	2.7269	false
KCNJ4	1.3819	false
KCNJ6	-2.1654	false
CPA2	1.6436	false
GRIA4	-2.8387	false
LIMS1	-2.4067	false
CXCL12	1.5262	true
SLC6A12	1.6814	false
SLC6A11	-1.7561	false
SLC6A9	-3.3569	true
NPBWR1	-1.1858	false
NPBWR2	-1.6617	false
PREP	-0.7373	false
ME1	-0.6452	false
GJA8	0.9426	false
GLRB	-0.2235	false
GABRA4	-0.2600	false
IREB2	0.9165	false
ATP5G3	2.1375	false
TM4SF4	-0.2349	false
REG1B	1.6762	false
TFPI2	1.7207	false
LEPR	1.5415	false
RFX2	-1.6722	false
RFX3	0.5606	false
RFX5	0.5417	false
PIP4K2A	-1.5068	false
SOX2	-0.1536	false
SOX9	2.4973	true
RXRG	1.2440	false
ARCN1	3.9859	true
ALDH3B2	1.6463	false
LSS	-1.5137	false
PPP3CC	-0.0858	false
GCLC	1.8345	false
GCLM	0.3480	false
CD151	1.8613	false
PCP4	-1.0134	false
KCNJ5	-1.0306	false
GIPR	1.6463	false
KCNC1	0.4443	false
KCNJ3	-3.0528	false
IFNAR2	0.9162	false
NRIP1	-2.6898	false
TRAPPC10	-0.7016	false
PSMD8	-0.5787	false
SERPINB4	0.0239	true
SERPINB10	-0.2530	false
PRRC2A	-0.1795	false
GSS	0.7362	false
CCT5	0.6957	false
NMU	1.2373	false
PTDSS1	-2.3823	false
SLC1A6	-1.6372	false
KRT6C	0.6467	false
NES	-0.5229	false
AMT	-0.0505	false
CSNK1A1	-0.6403	false
CSNK1D	-1.2397	false
IDH2	3.6962	true
PIK3CG	-0.6750	false
PITPNB	-0.4056	false
MASP1	-1.9216	false
HSPA7	-0.1775	false
LHX1	-0.4526	false
NOV	3.4875	true
SLC4A3	-0.2283	false
SLC9A3	-1.8437	false
TDO2	-2.6532	false
TNNI2	2.7037	false
CD97	-0.9869	false
TRPC1	0.6764	false
POLD2	0.6442	false
MARCKSL1	0.3269	false
HCAR3	-1.5491	false
PXN	-1.6757	false
CAMLG	-0.5016	false
NR2C2	2.1290	false
MAPKAPK2	1.2178	false
NPY2R	2.0809	true
DNASE1L1	1.8554	false
ALDH9A1	0.2896	false
PTH2R	-0.2482	false
RPL34	-1.2846	false
TGM4	1.5601	false
SPINT3	-0.4543	false
CX3CR1	3.9580	true
RPIA	0.1484	false
LMAN1	-1.2802	false
SLC11A1	-0.7765	false
SLC11A2	-0.2097	false
MTNR1B	-4.3379	true
NASP	-0.1481	false
FMO5	-0.0869	false
FASN	1.7645	false
POU3F4	-0.0587	false
CDK8	-1.5832	false
FNTA	1.9138	false
FNTB	2.1265	false
DHPS	2.0496	false
CCT3	-0.7778	false
MRPL19	-0.4362	false
ARRB1	4.5263	true
TUFM	0.3686	false
AMPH	-0.9791	false
ALDH7A1	-0.3715	false
CDC34	-1.7516	false
INPP1	1.9554	false
CYB561	0.9132	false
GLUD2	1.1724	false
CENPA	-0.1153	false
CENPF	1.8207	false
SRP9	0.4704	false
UBE2A	1.6736	false
PCYT1A	-0.3532	false
AARS	0.0357	false
CARS	1.9411	false
HARS2	1.4741	false
SARS	-0.1898	false
PPM1F	2.2635	false
DGKG	1.1942	false
TTPA	1.0884	false
HOXA1	0.8040	false
EVX1	-1.9205	false
MAN2A2	0.5605	false
PRIM1	-1.2866	false
PRIM2	-0.0146	false
CASP4	0.6160	false
CSNK1E	-2.3464	true
STAR	5.0479	true
CXCR3	1.7315	false
PRLHR	1.2630	false
GPR15	-1.9003	false
ARL4D	0.3127	false
CTCF	-1.4501	false
CEBPA	0.6056	false
CEBPD	-2.3061	false
PSMB3	1.9157	false
PSMB2	-0.6035	false
MCM2	2.6457	false
THBS3	-0.1317	false
COMP	1.5940	false
ACADVL	0.2346	false
YLPM1	1.6262	false
ACOT2	0.6897	false
VPS41	-0.4449	false
TMED10	1.6111	false
RBM25	1.7847	false
NUMB	-2.2677	true
RGS6	1.0877	false
CLK1	-1.0759	false
CLK2	-0.4773	false
CLK3	0.7571	false
PGF	-0.3113	false
VEGFB	-0.3192	false
VEGFC	-0.7380	false
PSEN1	-0.1609	false
EIF2B2	2.3306	false
FLT3LG	3.3686	false
HINT1	-0.5200	false
RARRES1	-0.5471	false
FHIT	-0.6523	false
NUP153	1.6735	false
RANBP2	2.1637	false
RGS19	-0.1213	false
RGS3	0.1370	false
RGS4	0.5836	false
RGS7	-1.0934	false
PSEN2	-0.4314	false
TSC2	1.3854	false
NDUFV1	-2.4472	false
GSK3A	-3.0193	true
GSK3B	3.5390	true
STK19	-1.3068	false
TAF6	-1.8048	false
KLK7	0.3509	false
GZMK	-1.2840	false
SULT1E1	1.2328	false
DIO1	2.5387	false
SMCP	0.1956	false
NT5C2	-2.4561	false
SEPHS1	-1.2945	false
SEPP1	-0.0593	false
ZNF165	0.6096	false
CAMP	4.7919	true
MTHFS	1.7461	false
GMPS	0.0141	false
LIG3	-0.3894	false
LIG4	-1.5785	false
CDKN1C	-0.3128	false
MRE11A	0.2663	false
ENTPD1	0.1625	false
AGTR2	-1.5379	false
KHK	-1.5092	false
RBP2	-1.1572	false
HNMT	0.4736	false
GNAQ	-0.0240	false
GNG4	3.9184	true
GNG10	-0.5992	false
IDH3A	-0.8867	false
MNX1	0.7120	false
MEOX1	-0.7651	false
MEOX2	-0.8231	true
SULT1A1	2.2079	false
SULT1A2	-0.4694	false
CRIP1	0.2937	false
MMP14	0.7972	true
PPOX	-1.1545	false
NPY4R	1.1455	false
GDI2	-3.5863	false
EMD	-0.9307	true
HTR6	0.1822	false
CPT1A	-2.2118	true
GATM	-0.1685	false
SLC26A2	1.7624	false
SERPINB8	-1.3515	false
SERPINB9	-3.3663	true
SERPINH1	-1.1293	false
LHX2	-0.5717	false
CSRP3	0.4523	false
ST13	-0.9846	false
MXI1	1.5293	true
PEX5	-1.3268	false
ERF	0.0067	false
ETV1	1.1629	false
VASP	0.0934	false
ASCL1	-1.3803	false
DNM2	1.6669	false
METAP2	0.9534	false
NUDT2	-1.1359	false
TNFSF10	1.5083	false
TUB	-2.6763	false
CDK7	0.4258	false
TOB1	0.7286	false
HLCS	1.4085	false
KNTC1	3.0573	false
RASSF2	0.9184	false
CDK9	0.9149	false
LRBA	1.7399	false
RNF144A	1.8024	false
BCAM	1.5065	false
PPT1	-3.5043	true
RPL14	2.2193	false
CCT8	-1.9036	false
CCT4	-1.0396	false
ATP1A2	-1.3084	false
ANXA11	0.5688	false
PAPOLA	0.8430	false
FXR1	2.3129	false
FXR2	1.0823	false
GZMM	0.4770	false
RAB5C	-0.0428	false
RAB7A	-3.7696	true
RAB9A	0.8774	false
RAB13	2.2787	false
RAB28	-0.5569	false
RAB27A	4.3824	true
PDE6C	1.5771	false
FABP6	1.1772	false
ATP4B	-1.2300	false
SCNN1B	2.7442	false
SCNN1G	-2.2562	false
SCNN1D	0.8943	false
PLCD1	-1.0702	false
DAP	-0.9931	false
DAP3	0.9081	false
RORC	3.2241	true
BLK	0.9147	false
DUSP3	-3.4044	true
INSL3	-1.7408	false
ZNF80	-2.3140	false
ZNF81	-1.8900	false
MMP15	0.1517	false
MMP16	-0.4864	false
NOVA1	0.1873	false
ZNF83	-1.8959	false
ZNF84	1.9694	false
DNA2	0.8542	false
SMARCA2	2.4321	true
SMARCA4	1.2773	true
IDH3G	-0.7305	false
GALK1	0.3473	false
BCAP31	-0.4705	false
P2RX1	1.1006	false
TPMT	-1.3273	false
P2RY4	1.4688	false
BRCA2	-0.6218	true
CYP2J2	-0.2722	false
RENBP	2.0946	false
MECP2	-0.6525	false
HCFC1	1.2414	false
IRAK1	4.5968	true
CAV2	-1.7546	false
ALDH3A2	2.3637	false
ALDH5A1	-0.7333	false
GPC3	2.3150	true
HSD17B4	0.2673	false
PSMD7	-0.0593	false
UBE2D1	0.1540	false
CCL11	1.3943	false
GPM6A	-1.5150	false
CCR3	1.0976	false
CCR4	-1.0821	false
CCR5	-0.3527	false
CCR6	-0.4772	false
CCR8	-2.3051	false
CCR9	-2.2727	false
SUOX	-0.6205	false
SGSH	-1.8024	false
ARSD	-0.5844	false
ARSE	2.3951	false
STAT5B	-3.3769	true
APLP1	2.6069	false
USP11	-1.8342	false
ZNF157	-0.6336	false
KCNQ1	1.8348	false
CLCN2	-2.8604	false
CLCN3	-1.9863	false
CLCN4	-1.7043	false
CLCN5	2.1586	false
CLCN6	-0.5113	false
CLCN7	0.9587	false
CLCNKA	0.4874	false
CLCNKB	-1.9191	false
PLXNA3	-3.7948	true
DYNLT3	-1.7907	false
VAMP7	-5.0616	true
GPR143	4.6687	true
XK	-0.3755	false
RPS6KA3	2.1523	false
BMX	0.4506	false
ZNF41	2.7536	false
ZNF75D	0.3025	false
AFF2	0.9057	false
PRKX	-0.2214	false
AFF1	1.5916	false
AFF3	-2.5319	false
ADCY7	-0.2574	false
GUCY2F	-1.6773	false
NR0B1	4.5377	true
TKTL1	-2.7023	false
AKR1D1	-1.5439	false
HDGF	-0.9778	false
TDGF1P3	0.8403	false
CASP5	2.6742	false
LUM	0.7917	false
PRELP	1.0030	false
CNN1	2.5035	false
CCNH	-0.5847	false
MNAT1	0.9880	false
NEK2	-3.2702	false
NEK3	1.3329	false
NEK4	0.9981	false
CCNG1	2.2387	false
UBE2E1	0.2492	false
NDUFA8	0.9401	false
HNRNPA3	0.8780	false
FUT6	-0.2015	false
MYOM1	2.4985	false
RND2	-0.4032	false
PGD	-0.8577	false
HNRNPM	1.3123	false
KPNA2	-1.9985	false
KPNA1	2.9246	false
NCBP2	1.2450	false
RAP1GDS1	-0.8305	false
JAK3	-4.2426	true
DGKE	-0.3771	false
POLR2H	0.3876	false
POLR2J	-0.5385	false
MAP2K6	4.5674	true
ARHGDIA	-1.7394	false
ARHGDIB	1.2992	true
SLC7A2	-1.9059	false
AGFG1	0.9681	false
HNRNPF	-0.0399	false
STAT2	-1.3684	false
GTF2A1	0.2712	false
GTF2A2	1.5134	false
MSH6	3.3511	true
KIF11	2.2981	false
VAV2	0.9005	false
ZNF133	0.5126	false
ZNF136	0.3116	false
ZNF140	2.8388	false
ZNF131	0.3208	false
ZNF132	1.5809	false
ZNF134	-0.9118	false
ZNF135	-0.1490	false
ZNF137P	0.4513	false
ZNF138	-0.2587	false
ZNF142	-0.4368	false
ZNF143	-1.4469	false
RBM5	-1.2734	false
CHN2	1.4296	false
HRSP12	-0.1420	false
SMS	-2.5166	false
HK2	0.2842	false
HK3	0.3958	false
EFNA3	-0.6198	false
EFNA4	-1.1387	false
EFNB2	-1.8763	false
EFNA5	-0.7283	false
MRPL12	0.9722	false
STC1	-4.2105	true
DGKQ	-2.0194	false
NDST1	-0.9087	false
NDST2	2.8572	false
THOP1	-1.0199	false
AKR1C2	-1.5734	false
CAPZA1	2.6786	false
HMGA2	-3.7984	true
CRIP2	1.8184	false
PDX1	-0.9900	false
NUP98	1.1188	false
GBX2	1.4533	false
NKX2-5	-0.8965	false
LBX1	0.0583	false
ART1	-0.4028	false
BLVRA	-0.6738	false
SLC25A1	-1.1145	false
PPP5C	0.9633	false
PLK1	-1.7505	true
DAPK1	-1.1974	false
ARFIP2	-1.1217	false
ARFIP1	0.3573	false
NUDT6	1.1560	false
NUBP1	-0.2624	false
ACLY	-0.3021	false
COL4A4	-0.8901	false
FOSB	-2.4221	false
CEBPG	3.5354	true
METAP1	3.5656	false
SUCLG1	-0.6391	false
MVD	0.1424	false
PGGT1B	1.7975	false
RABGGTB	-0.0343	false
COPB1	1.0722	false
COPA	-1.2177	false
CTSC	2.1289	false
LIMK1	-0.6679	false
LIMK2	2.7425	false
CRYBA2	-2.6718	false
CRYBA4	-1.8370	false
CRYBB1	0.3377	false
CLTCL1	0.7911	false
AP3M2	-0.6822	false
AP2S1	2.9015	false
HCCS	1.0873	false
ITGA8	-1.5421	false
MAPK12	-0.0663	false
MAPK10	2.3434	true
SLC5A3	-0.6270	false
PTTG1IP	-0.7222	false
POLR2K	1.6361	false
TTC3	-1.3721	false
RCAN1	-2.1932	false
SMTN	2.9852	false
PLA2G16	0.5089	false
SLC16A1	-1.0752	false
IST1	-0.0545	false
SEC24C	-0.9867	false
SUB1	0.2060	false
